Age_Band,Income_Band,Marital_Status,Country,avg_wines,avg_fruits,avg_meat,avg_fish,avg_sweets,avg_gold,avg_total_spend,response_rate_pct
40-49,Very High,Married,Mexico,466.0,50.83,512.67,67.83,64.83,39.0,1201.17,16.67
40-49,Very High,Married,Saudi Arabia,595.03,41.72,512.03,105.02,56.51,54.54,1364.85,23.08
40-49,Very High,Married,Spain,441.19,29.04,439.68,90.32,43.32,64.65,1108.2,22.81
40-49,Very High,Married,USA,521.13,42.8,440.67,63.37,37.53,45.27,1150.77,36.67
40-49,Very High,Single,Australia,597.28,34.53,441.95,106.15,50.03,74.31,1304.24,28.38
40-49,Very High,Single,Canada,431.37,32.67,440.89,89.0,31.11,65.59,1090.63,29.63
40-49,Very High,Single,Germany,475.67,37.08,374.67,84.76,40.67,57.88,1070.73,40.82
40-49,Very High,Single,India,564.1,27.81,534.48,103.48,78.95,52.24,1361.05,42.86
40-49,Very High,Single,Mexico,491.4,63.2,206.0,67.6,102.8,59.2,990.2,0.0
40-49,Very High,Single,Saudi Arabia,555.96,29.36,396.76,83.82,57.11,63.73,1186.73,17.78
40-49,Very High,Single,Spain,519.15,27.53,529.87,107.15,45.43,76.06,1305.19,29.03
40-49,Very High,Single,USA,488.08,50.69,420.92,103.54,49.46,62.92,1175.62,53.85
40-49,Very High,Together,Australia,665.65,36.08,482.45,108.97,73.24,53.53,1419.93,30.67
40-49,Very High,Together,Canada,469.17,36.15,443.38,109.71,55.17,66.77,1180.35,20.3
40-49,Very High,Together,Germany,463.93,36.93,475.13,89.25,57.8,53.57,1176.61,25.0
40-49,Very High,Together,India,497.96,35.26,506.89,103.59,66.7,53.78,1264.17,26.09
40-49,Very High,Together,Mexico,337.93,42.14,364.86,68.79,61.86,47.29,922.86,14.29
40-49,Very High,Together,Saudi Arabia,508.32,37.09,481.48,104.07,51.19,56.24,1238.39,26.67
40-49,Very High,Together,Spain,529.45,31.18,475.89,98.89,45.23,65.39,1246.04,27.19
40-49,Very High,Together,USA,600.8,30.06,499.18,84.48,49.33,58.59,1322.44,23.17
40-49,Very High,Widow,Australia,575.83,30.58,597.92,106.25,36.67,49.5,1396.75,41.67
40-49,Very High,Widow,Canada,539.92,31.75,421.46,70.13,53.71,57.04,1174.0,37.5
40-49,Very High,Widow,Germany,474.67,25.17,421.67,109.67,91.5,35.83,1158.5,16.67
40-49,Very High,Widow,India,442.17,23.75,535.25,90.08,42.67,65.08,1199.0,16.67
40-49,Very High,Widow,Mexico,589.67,67.0,452.0,106.0,100.67,36.0,1351.33,100.0
40-49,Very High,Widow,Saudi Arabia,516.36,41.09,412.68,109.14,47.43,48.26,1174.97,34.21
40-49,Very High,Widow,Spain,343.67,42.43,391.79,101.95,46.33,47.74,973.9,14.29
40-49,Very High,Widow,USA,797.43,50.71,643.14,144.43,50.86,28.86,1715.43,14.29
40-49,Very High,YOLO,Australia,584.33,50.33,420.33,12.33,6.33,58.0,1131.67,33.33
40-49,Very High,YOLO,Canada,86.0,8.0,506.0,199.5,100.5,69.0,969.0,50.0
40-49,Very High,YOLO,Germany,73.5,100.0,148.0,96.0,23.0,106.5,547.0,50.0
40-49,Very High,YOLO,India,681.0,28.0,200.0,87.0,17.0,0.0,1013.0,100.0
40-49,Very High,YOLO,Mexico,268.0,159.0,424.0,35.0,70.0,30.0,986.0,100.0
40-49,Very High,YOLO,Saudi Arabia,291.43,31.29,478.43,60.29,46.43,85.57,993.43,28.57
40-49,Very High,YOLO,Spain,172.13,46.13,447.13,113.5,27.38,72.25,878.5,62.5
40-49,Very High,YOLO,USA,363.6,7.6,301.8,48.8,33.4,28.8,784.0,0.0
50-59,High,Absurd,Australia,389.0,6.0,127.0,142.0,54.0,103.5,821.5,100.0
50-59,High,Absurd,Canada,620.0,42.0,231.25,111.0,48.0,24.25,1076.5,50.0
50-59,High,Absurd,Germany,731.67,8.17,503.67,75.0,44.0,24.0,1386.5,16.67
50-59,High,Absurd,India,569.67,45.17,660.67,111.17,11.67,72.0,1470.33,16.67
50-59,High,Absurd,Saudi Arabia,465.5,0.0,630.5,17.5,19.0,18.5,1151.0,0.0
50-59,High,Absurd,Spain,662.92,13.62,284.08,67.08,33.77,50.38,1111.85,30.77
50-59,High,Absurd,USA,189.0,17.0,199.5,85.0,27.5,23.0,541.0,50.0
50-59,High,Alone,Australia,525.0,16.11,274.33,118.11,46.0,56.67,1036.22,33.33
50-59,High,Alone,Canada,317.57,7.71,415.71,52.43,51.57,101.57,946.57,71.43
50-59,High,Alone,Germany,443.67,36.67,222.67,132.33,40.33,54.33,930.0,33.33
50-59,High,Alone,India,433.75,12.75,631.5,152.75,6.75,50.75,1288.25,100.0
50-59,High,Alone,Saudi Arabia,556.0,39.25,344.63,73.88,20.5,94.5,1128.75,25.0
50-59,High,Alone,Spain,197.11,41.56,239.44,84.22,13.67,54.78,630.78,44.44
50-59,High,Alone,USA,246.33,7.67,930.67,112.67,13.67,26.67,1337.67,33.33
50-59,High,Divorced,Australia,407.23,25.42,326.17,92.73,31.08,46.88,929.5,27.08
50-59,High,Divorced,Canada,414.0,28.99,330.99,94.45,37.77,57.81,964.0,19.18
50-59,High,Divorced,Germany,277.96,34.56,365.11,74.96,41.64,49.56,843.78,22.22
50-59,High,Divorced,India,458.56,26.08,431.89,75.5,48.52,59.03,1099.58,27.27
50-59,High,Divorced,Saudi Arabia,485.96,56.46,466.02,109.54,39.75,61.31,1219.04,20.83
50-59,High,Divorced,Spain,452.7,20.21,456.63,91.64,41.72,54.64,1117.55,19.74
50-59,High,Divorced,USA,506.44,33.74,369.15,61.67,41.93,48.19,1061.11,25.93
50-59,High,Married,Australia,386.26,32.35,333.5,80.48,34.56,52.76,919.91,18.18
50-59,High,Married,Canada,336.49,36.82,384.33,78.99,34.38,51.41,922.41,16.3
50-59,High,Married,Germany,416.97,32.66,418.66,88.38,46.5,51.88,1055.03,18.75
50-59,High,Married,India,371.28,44.0,431.16,79.13,40.63,68.59,1034.78,18.75
50-59,High,Married,Mexico,318.25,9.58,165.08,81.67,32.0,51.83,658.42,25.0
50-59,High,Married,Saudi Arabia,369.09,21.94,363.46,73.72,27.24,52.48,907.94,20.37
50-59,High,Married,Spain,296.01,19.97,336.07,60.87,28.11,48.89,789.92,22.64
50-59,High,Married,USA,460.05,21.03,317.45,71.29,37.45,51.5,958.76,18.42
50-59,High,Single,Australia,447.53,27.24,443.99,85.17,43.08,71.65,1118.67,30.0
50-59,High,Single,Canada,297.3,21.04,340.27,69.56,32.26,44.46,804.89,25.71
50-59,High,Single,Germany,336.61,31.68,468.75,68.8,31.61,56.84,994.29,28.75
50-59,High,Single,India,425.9,24.6,407.67,67.62,39.46,67.63,1032.89,28.57
50-59,High,Single,Mexico,159.3,46.3,433.7,101.9,32.9,65.9,840.0,10.0
50-59,High,Single,Saudi Arabia,427.41,31.57,367.65,66.4,38.4,59.16,990.6,18.67
50-59,High,Single,Spain,394.01,20.85,389.63,62.81,28.97,54.34,950.61,23.81
50-59,High,Single,USA,509.97,35.19,436.29,81.97,37.48,38.68,1139.58,22.58
50-59,High,Together,Australia,528.64,36.68,358.19,87.96,56.68,64.7,1132.83,20.83
50-59,High,Together,Canada,379.31,26.67,371.05,82.12,35.93,45.02,940.09,15.94
50-59,High,Together,Germany,367.4,29.42,494.42,86.65,36.82,50.18,1064.88,21.67
50-59,High,Together,India,464.36,26.46,424.23,83.31,50.05,74.75,1123.16,24.59
50-59,High,Together,Mexico,376.77,21.95,434.95,41.14,52.55,30.32,957.68,18.18
50-59,High,Together,Saudi Arabia,415.83,29.31,415.66,75.46,27.55,50.7,1014.51,20.66
50-59,High,Together,Spain,396.94,28.79,389.88,87.48,36.69,57.86,997.64,21.68
50-59,High,Together,USA,381.71,31.92,403.67,73.98,38.69,50.55,980.52,21.62
50-59,High,Widow,Australia,488.69,26.46,436.08,73.23,37.46,48.77,1110.69,30.77
50-59,High,Widow,Canada,501.25,18.39,369.61,89.68,27.96,48.18,1055.07,32.14
50-59,High,Widow,Germany,302.29,23.14,401.57,53.93,46.0,44.29,871.21,0.0
50-59,High,Widow,India,453.96,49.08,505.38,96.54,31.33,60.17,1196.46,37.5
50-59,High,Widow,Mexico,992.0,19.0,1023.0,259.0,6.0,9.0,2308.0,0.0
50-59,High,Widow,Saudi Arabia,388.94,32.82,295.6,93.26,38.03,49.19,897.83,17.95
50-59,High,Widow,Spain,376.02,24.1,365.93,75.02,37.43,54.83,933.33,15.0
50-59,High,Widow,USA,518.92,25.58,446.25,130.5,68.08,65.08,1254.42,50.0
50-59,High,YOLO,Australia,108.0,47.33,602.0,25.33,14.67,79.33,876.67,66.67
50-59,High,YOLO,Canada,259.25,10.17,286.25,72.75,50.67,26.92,706.0,33.33
50-59,High,YOLO,Germany,266.6,10.0,147.2,49.2,60.0,52.8,585.8,0.0
50-59,High,YOLO,India,524.2,63.6,235.8,132.8,65.6,19.2,1041.2,40.0
50-59,High,YOLO,Saudi Arabia,359.14,7.43,451.57,36.14,14.57,34.57,903.43,42.86
50-59,High,YOLO,Spain,399.0,23.6,575.0,111.7,40.1,77.1,1226.5,50.0
50-59,High,YOLO,USA,110.33,51.67,598.33,15.67,78.0,104.0,958.0,0.0
50-59,Low,Absurd,Canada,187.0,1.0,84.25,67.25,13.0,42.5,395.0,0.0
50-59,Low,Absurd,Germany,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0
50-59,Low,Absurd,India,32.0,0.0,35.5,0.0,1.5,11.0,80.0,0.0
50-59,Low,Absurd,Saudi Arabia,484.0,2.0,71.0,139.0,1.0,30.0,727.0,100.0
50-59,Low,Absurd,Spain,17.0,0.13,38.47,11.07,0.87,16.8,84.33,6.67
50-59,Low,Absurd,USA,117.0,0.0,1127.0,4.0,7.0,60.0,1315.0,0.0
50-59,Low,Alone,Australia,126.75,5.75,67.0,56.25,2.25,10.5,268.5,25.0
50-59,Low,Alone,Canada,17.43,0.14,339.0,44.71,18.86,30.43,450.57,14.29
50-59,Low,Alone,Germany,120.5,0.0,154.5,65.5,2.0,43.0,385.5,0.0
50-59,Low,Alone,India,246.67,5.0,79.67,63.33,2.33,31.33,428.33,100.0
50-59,Low,Alone,Saudi Arabia,15.0,9.5,199.75,12.5,12.25,12.5,261.5,25.0
50-59,Low,Alone,Spain,126.71,7.86,147.86,30.76,23.95,24.71,361.86,9.52
50-59,Low,Divorced,Australia,109.85,0.31,240.62,23.85,13.15,24.38,412.15,7.69
50-59,Low,Divorced,Canada,97.34,7.0,271.03,42.0,8.21,24.1,449.69,3.45
50-59,Low,Divorced,Germany,98.5,7.2,234.9,24.9,8.9,53.2,427.6,0.0
50-59,Low,Divorced,India,77.33,8.56,135.94,28.06,13.72,24.0,287.61,0.0
50-59,Low,Divorced,Saudi Arabia,40.35,2.75,214.9,22.4,5.15,14.0,299.55,15.0
50-59,Low,Divorced,Spain,151.59,2.05,127.84,13.51,5.59,20.59,321.19,10.81
50-59,Low,Divorced,USA,150.33,10.92,112.33,38.33,10.33,12.5,334.75,16.67
50-59,Low,Married,Australia,86.83,3.86,102.43,12.91,5.83,20.37,232.23,5.71
50-59,Low,Married,Canada,51.76,2.58,93.8,13.67,3.39,8.2,173.4,2.48
50-59,Low,Married,Germany,104.75,0.64,105.29,9.82,5.46,9.79,235.75,0.0
50-59,Low,Married,India,35.77,2.92,106.72,11.0,2.72,15.46,174.59,7.69
50-59,Low,Married,Mexico,8.83,0.0,23.0,1.83,24.67,42.5,100.83,0.0
50-59,Low,Married,Saudi Arabia,40.98,7.64,83.33,16.41,6.28,18.87,173.51,8.2
50-59,Low,Married,Spain,58.8,1.2,89.87,8.11,3.48,7.85,169.31,3.5
50-59,Low,Married,USA,46.23,3.92,99.1,9.2,3.05,8.33,169.83,6.67
50-59,Low,Single,Australia,125.4,7.0,181.81,21.81,14.54,26.21,376.77,6.25
50-59,Low,Single,Canada,63.08,3.73,132.6,18.94,3.85,15.79,237.97,7.5
50-59,Low,Single,Germany,69.2,3.98,136.68,18.17,5.63,20.17,253.83,1.67
50-59,Low,Single,India,126.17,9.64,264.78,30.67,10.31,16.56,458.11,8.33
50-59,Low,Single,Mexico,35.2,0.2,134.4,6.2,1.6,13.6,191.2,0.0
50-59,Low,Single,Saudi Arabia,34.89,3.07,79.55,17.45,1.86,17.61,154.43,9.09
50-59,Low,Single,Spain,71.83,4.14,161.24,16.48,5.69,15.01,274.4,6.55
50-59,Low,Single,USA,297.05,7.53,120.95,16.11,5.63,24.32,471.58,0.0
50-59,Low,Together,Australia,146.54,1.24,156.69,28.15,11.73,22.04,366.39,5.63
50-59,Low,Together,Canada,63.07,5.26,131.27,19.41,7.61,7.28,233.91,1.32
50-59,Low,Together,Germany,104.06,1.15,196.49,34.19,4.17,16.68,356.74,8.51
50-59,Low,Together,India,126.26,5.51,132.38,23.47,11.6,19.43,318.66,9.43
50-59,Low,Together,Mexico,17.73,1.73,327.27,21.09,8.91,6.73,383.45,18.18
50-59,Low,Together,Saudi Arabia,39.85,3.14,88.27,10.24,5.18,7.82,154.5,5.21
50-59,Low,Together,Spain,40.01,1.4,97.62,11.27,5.15,10.09,165.54,4.27
50-59,Low,Together,USA,69.36,6.78,50.28,10.13,8.3,15.35,160.2,7.23
50-59,Low,Widow,Australia,160.0,0.0,344.0,67.0,4.0,18.0,593.0,0.0
50-59,Low,Widow,Canada,49.69,0.62,91.46,23.08,0.62,19.38,184.85,0.0
50-59,Low,Widow,Germany,205.5,7.33,57.67,8.0,19.5,39.83,337.83,16.67
50-59,Low,Widow,India,68.2,1.2,128.8,3.6,1.0,4.4,207.2,0.0
50-59,Low,Widow,Saudi Arabia,66.35,2.46,220.0,33.27,5.23,6.38,333.69,15.38
50-59,Low,Widow,Spain,31.26,8.0,210.74,24.74,5.0,17.47,297.21,5.26
50-59,Low,Widow,USA,183.0,0.0,623.5,27.5,2.5,65.0,901.5,0.0
50-59,Low,YOLO,Australia,0.0,0.0,35.0,12.0,0.0,5.0,52.0,0.0
50-59,Low,YOLO,Canada,88.25,0.13,45.63,34.13,0.38,6.88,175.38,0.0
50-59,Low,YOLO,Germany,115.0,5.67,54.33,10.67,1.0,8.33,195.0,0.0
50-59,Low,YOLO,Saudi Arabia,23.67,2.5,395.83,8.17,1.67,3.5,435.33,0.0
50-59,Low,YOLO,Spain,14.0,0.0,45.0,31.33,11.33,10.67,112.33,66.67
50-59,Medium,Absurd,Canada,453.25,93.25,215.75,109.5,29.5,27.0,928.25,0.0
50-59,Medium,Absurd,India,233.0,13.0,408.8,81.0,11.2,86.2,833.2,20.0
50-59,Medium,Absurd,Mexico,150.0,5.0,422.0,16.5,61.0,27.0,681.5,0.0
50-59,Medium,Absurd,Saudi Arabia,0.0,2.0,139.0,30.5,6.5,128.5,306.5,0.0
50-59,Medium,Absurd,Spain,270.8,13.3,170.4,45.6,3.3,34.4,537.8,40.0
50-59,Medium,Alone,Australia,92.5,2.0,131.5,131.0,3.5,68.5,429.0,50.0
50-59,Medium,Alone,Canada,200.2,6.8,293.4,100.2,11.6,47.6,659.8,20.0
50-59,Medium,Alone,Germany,129.0,5.0,287.0,72.67,19.67,17.67,531.0,0.0
50-59,Medium,Alone,India,136.67,7.33,510.33,26.67,5.67,95.0,781.67,0.0
50-59,Medium,Alone,Saudi Arabia,434.71,11.57,296.14,121.43,11.14,85.57,960.57,0.0
50-59,Medium,Alone,Spain,122.72,10.64,274.04,34.32,26.24,37.32,505.28,8.0
50-59,Medium,Alone,USA,14.0,0.0,26.0,1.0,76.0,18.0,135.0,0.0
50-59,Medium,Divorced,Australia,301.88,20.5,286.21,66.21,36.13,61.63,772.54,12.5
50-59,Medium,Divorced,Canada,212.52,11.15,220.45,64.3,22.09,25.94,556.45,12.12
50-59,Medium,Divorced,Germany,296.71,14.19,349.76,71.81,20.29,38.71,791.48,14.29
50-59,Medium,Divorced,India,189.07,14.29,339.73,45.8,22.76,48.83,660.49,17.07
50-59,Medium,Divorced,Mexico,181.4,1.2,135.4,23.2,12.6,59.6,413.4,20.0
50-59,Medium,Divorced,Saudi Arabia,238.0,7.29,164.52,10.05,9.62,25.67,455.14,4.76
50-59,Medium,Divorced,Spain,194.23,10.91,223.44,31.27,10.98,32.47,503.3,7.81
50-59,Medium,Divorced,USA,461.48,11.67,292.05,54.76,11.57,24.24,855.76,19.05
50-59,Medium,Married,Australia,242.4,18.02,244.33,37.56,9.28,30.05,581.63,16.28
50-59,Medium,Married,Canada,149.2,10.43,189.21,25.89,15.12,27.25,417.11,7.14
50-59,Medium,Married,Germany,281.3,4.48,201.33,47.63,19.11,39.22,593.07,18.52
50-59,Medium,Married,India,165.63,16.98,235.95,32.09,15.07,36.88,502.6,13.95
50-59,Medium,Married,Mexico,65.0,19.75,180.63,84.63,25.5,53.5,429.0,25.0
50-59,Medium,Married,Saudi Arabia,168.85,16.34,163.54,38.33,11.82,30.64,429.52,10.45
50-59,Medium,Married,Spain,157.38,12.7,229.25,29.85,12.09,27.43,468.69,9.26
50-59,Medium,Married,USA,213.97,14.02,190.11,32.76,15.0,30.41,496.27,15.87
50-59,Medium,Single,Australia,346.88,10.63,300.93,41.49,29.12,39.1,768.14,20.48
50-59,Medium,Single,Canada,219.32,10.93,253.65,40.75,15.58,27.52,567.75,11.96
50-59,Medium,Single,Germany,236.21,16.61,260.01,49.17,16.43,50.46,628.9,18.75
50-59,Medium,Single,India,233.17,15.0,283.17,53.06,19.19,39.33,642.92,19.44
50-59,Medium,Single,Mexico,318.7,17.4,344.8,20.3,47.9,39.6,788.7,10.0
50-59,Medium,Single,Saudi Arabia,179.58,10.4,204.5,45.43,15.31,31.47,486.69,12.79
50-59,Medium,Single,Spain,219.13,10.89,261.95,41.32,13.92,27.5,574.71,16.17
50-59,Medium,Single,USA,221.33,10.05,206.29,48.1,26.05,53.29,565.1,19.05
50-59,Medium,Together,Australia,355.08,12.81,253.75,51.58,19.72,32.99,725.92,15.19
50-59,Medium,Together,Canada,207.12,12.52,267.84,55.56,15.32,32.73,591.1,11.06
50-59,Medium,Together,Germany,207.69,20.75,327.33,39.75,21.33,44.56,661.42,18.75
50-59,Medium,Together,India,204.02,12.51,244.89,53.05,35.25,44.02,593.73,22.22
50-59,Medium,Together,Mexico,134.0,4.29,336.0,44.64,46.64,26.64,592.21,21.43
50-59,Medium,Together,Saudi Arabia,210.29,8.48,221.26,46.89,13.76,25.99,526.68,9.68
50-59,Medium,Together,Spain,206.16,12.94,231.27,43.32,14.35,27.33,535.37,12.22
50-59,Medium,Together,USA,257.56,15.15,191.38,36.23,29.63,36.27,566.22,12.35
50-59,Medium,Widow,Australia,274.43,32.29,430.29,65.14,9.71,41.71,853.57,42.86
50-59,Medium,Widow,Canada,119.81,12.25,366.0,72.94,11.0,20.88,602.88,6.25
50-59,Medium,Widow,Germany,172.75,1.0,356.25,49.5,33.75,46.5,659.75,0.0
50-59,Medium,Widow,India,215.58,12.58,338.17,80.67,25.58,44.5,717.08,8.33
50-59,Medium,Widow,Saudi Arabia,177.86,15.39,295.32,67.84,14.45,19.34,590.2,13.64
50-59,Medium,Widow,Spain,304.03,11.32,315.18,54.87,22.71,32.87,740.97,15.79
50-59,Medium,Widow,USA,128.43,5.29,74.86,70.43,33.57,54.71,367.29,0.0
50-59,Medium,YOLO,Australia,399.33,44.0,95.33,89.0,44.33,43.33,715.33,0.0
50-59,Medium,YOLO,Canada,58.0,0.2,86.6,38.6,21.4,13.0,217.8,0.0
50-59,Medium,YOLO,Germany,21.0,0.0,27.0,22.0,13.0,11.0,94.0,0.0
50-59,Medium,YOLO,India,175.0,0.0,525.0,0.0,3.0,5.0,708.0,0.0
50-59,Medium,YOLO,Saudi Arabia,322.75,7.0,66.75,27.25,1.0,15.5,440.25,0.0
50-59,Medium,YOLO,Spain,472.0,4.33,411.67,18.33,11.67,92.33,1010.33,33.33
50-59,Medium,YOLO,USA,829.5,50.0,715.5,129.5,1.5,2.5,1728.5,0.0
50-59,Upper-Mid,Absurd,Canada,210.0,55.0,46.0,9.0,6.0,3.0,329.0,0.0
50-59,Upper-Mid,Absurd,India,212.0,4.0,87.5,17.5,20.0,50.0,391.0,0.0
50-59,Upper-Mid,Absurd,Saudi Arabia,33.0,0.0,18.0,2.0,162.0,59.0,274.0,0.0
50-59,Upper-Mid,Absurd,Spain,362.88,33.38,220.75,46.13,31.38,104.13,798.63,37.5
50-59,Upper-Mid,Absurd,USA,1336.0,73.0,336.0,13.0,10.0,7.0,1775.0,0.0
50-59,Upper-Mid,Alone,Australia,292.75,31.25,118.75,115.38,12.75,54.0,624.88,12.5
50-59,Upper-Mid,Alone,Canada,187.44,12.78,290.22,89.89,43.22,38.11,661.67,33.33
50-59,Upper-Mid,Alone,Germany,503.0,92.0,42.0,91.0,107.0,35.0,870.0,0.0
50-59,Upper-Mid,Alone,India,610.0,57.0,221.0,13.0,50.0,81.0,1032.0,0.0
50-59,Upper-Mid,Alone,Saudi Arabia,413.5,46.0,554.0,146.0,11.5,7.5,1178.5,0.0
50-59,Upper-Mid,Alone,Spain,370.9,19.6,188.4,102.0,56.6,60.4,797.9,30.0
50-59,Upper-Mid,Alone,USA,565.0,78.0,896.0,67.0,67.5,22.0,1695.5,0.0
50-59,Upper-Mid,Divorced,Australia,273.12,13.82,359.59,61.06,31.18,42.0,780.76,17.65
50-59,Upper-Mid,Divorced,Canada,310.61,22.95,344.34,67.61,24.51,34.63,804.66,12.2
50-59,Upper-Mid,Divorced,Germany,309.64,21.27,446.23,87.32,40.5,45.41,950.36,31.82
50-59,Upper-Mid,Divorced,India,383.57,31.2,396.09,65.34,31.31,74.14,981.66,31.43
50-59,Upper-Mid,Divorced,Mexico,0.0,84.0,1023.0,4.0,8.0,0.0,1119.0,0.0
50-59,Upper-Mid,Divorced,Saudi Arabia,433.26,16.21,471.21,86.91,30.79,33.03,1071.41,14.71
50-59,Upper-Mid,Divorced,Spain,331.0,30.2,370.54,74.04,24.5,42.72,873.0,18.52
50-59,Upper-Mid,Divorced,USA,429.11,21.28,359.56,67.06,42.22,32.67,951.89,5.56
50-59,Upper-Mid,Married,Australia,270.13,13.65,339.61,58.65,28.3,57.22,767.57,17.39
50-59,Upper-Mid,Married,Canada,294.49,26.34,367.7,55.72,39.11,35.45,818.81,10.64
50-59,Upper-Mid,Married,Germany,123.13,26.33,307.87,33.0,37.33,39.27,566.93,26.67
50-59,Upper-Mid,Married,India,256.85,43.3,224.55,36.5,44.75,60.15,666.1,20.0
50-59,Upper-Mid,Married,Mexico,147.83,32.5,119.67,55.67,51.5,30.17,437.33,0.0
50-59,Upper-Mid,Married,Saudi Arabia,265.17,20.96,347.38,58.31,21.19,49.15,762.15,14.58
50-59,Upper-Mid,Married,Spain,245.57,16.35,337.16,53.19,19.26,31.99,703.53,16.16
50-59,Upper-Mid,Married,USA,245.32,19.68,274.24,47.8,16.8,26.32,630.16,8.0
50-59,Upper-Mid,Single,Australia,413.29,25.02,326.59,67.66,26.02,46.98,905.55,23.21
50-59,Upper-Mid,Single,Canada,364.38,14.76,367.92,54.1,27.26,33.06,861.48,10.0
50-59,Upper-Mid,Single,Germany,319.79,18.6,428.36,53.26,36.62,45.57,902.19,19.05
50-59,Upper-Mid,Single,India,330.27,30.65,361.03,57.86,26.84,51.89,858.54,24.32
50-59,Upper-Mid,Single,Mexico,205.56,57.44,419.89,82.78,35.67,22.11,823.44,33.33
50-59,Upper-Mid,Single,Saudi Arabia,262.1,15.87,406.9,60.23,20.27,46.53,811.9,20.0
50-59,Upper-Mid,Single,Spain,318.85,17.17,341.68,54.92,26.87,51.15,810.63,20.18
50-59,Upper-Mid,Single,USA,328.29,9.71,342.21,48.5,26.14,51.93,806.79,42.86
50-59,Upper-Mid,Together,Australia,356.84,26.61,412.06,83.41,28.65,38.18,945.75,23.53
50-59,Upper-Mid,Together,Canada,279.01,19.98,298.79,69.1,27.89,39.27,734.03,14.65
50-59,Upper-Mid,Together,Germany,261.06,15.15,465.0,67.44,29.21,59.59,897.44,11.76
50-59,Upper-Mid,Together,India,222.35,17.76,339.14,56.32,26.08,29.73,691.38,16.22
50-59,Upper-Mid,Together,Mexico,169.77,14.85,384.15,63.85,43.69,50.69,727.0,7.69
50-59,Upper-Mid,Together,Saudi Arabia,335.77,21.23,298.47,64.01,24.84,32.66,776.97,19.18
50-59,Upper-Mid,Together,Spain,340.52,17.44,311.12,68.55,27.02,42.47,807.12,13.98
50-59,Upper-Mid,Together,USA,364.81,18.8,343.96,41.5,33.74,45.83,848.65,18.52
50-59,Upper-Mid,Widow,Australia,380.38,42.88,493.63,67.88,67.5,34.75,1087.0,0.0
50-59,Upper-Mid,Widow,Canada,284.31,14.88,303.38,73.94,24.31,36.5,737.31,37.5
50-59,Upper-Mid,Widow,Germany,463.67,10.0,253.67,102.33,23.33,50.67,903.67,0.0
50-59,Upper-Mid,Widow,India,440.08,24.75,224.67,62.83,31.5,41.08,824.92,25.0
50-59,Upper-Mid,Widow,Saudi Arabia,342.19,21.06,240.69,67.31,21.56,39.47,732.28,15.63
50-59,Upper-Mid,Widow,Spain,360.79,20.71,240.46,85.25,40.89,45.21,793.32,21.43
50-59,Upper-Mid,Widow,USA,676.67,30.67,197.0,75.33,28.33,43.33,1051.33,66.67
50-59,Upper-Mid,YOLO,Germany,586.33,60.33,61.0,34.33,23.33,49.33,814.67,33.33
50-59,Upper-Mid,YOLO,India,0.0,37.0,35.0,19.0,11.0,13.0,115.0,0.0
50-59,Upper-Mid,YOLO,Saudi Arabia,137.5,5.25,566.25,77.0,28.0,18.25,832.25,0.0
50-59,Upper-Mid,YOLO,Spain,165.0,0.0,851.0,53.5,0.0,7.5,1077.0,0.0
50-59,Upper-Mid,YOLO,USA,595.0,11.0,170.0,0.0,105.0,193.0,1074.0,0.0
50-59,Very High,Absurd,Australia,23.0,2.0,161.0,130.0,131.0,65.0,512.0,0.0
50-59,Very High,Absurd,Canada,507.67,76.33,306.33,96.33,126.33,16.33,1129.33,33.33
50-59,Very High,Absurd,Germany,555.0,131.0,168.0,50.0,1.0,1.0,906.0,0.0
50-59,Very High,Absurd,India,831.6,85.0,384.6,95.8,90.2,53.4,1540.6,20.0
50-59,Very High,Absurd,Mexico,749.0,58.5,750.5,59.5,47.5,42.0,1707.0,50.0
50-59,Very High,Absurd,Spain,249.0,13.0,255.67,81.67,23.67,23.0,646.0,33.33
50-59,Very High,Absurd,USA,314.0,7.67,168.67,116.67,4.33,20.33,631.67,33.33
50-59,Very High,Alone,Australia,382.63,34.25,206.75,65.88,58.5,56.75,804.75,50.0
50-59,Very High,Alone,Canada,585.5,25.5,473.75,51.5,39.5,102.25,1278.0,25.0
50-59,Very High,Alone,Germany,655.0,49.0,440.5,48.0,117.0,93.0,1402.5,50.0
50-59,Very High,Alone,India,828.75,24.25,299.75,68.25,29.25,60.25,1310.5,75.0
50-59,Very High,Alone,Saudi Arabia,628.0,48.5,813.0,100.33,17.67,103.0,1710.5,33.33
50-59,Very High,Alone,Spain,424.5,30.67,455.5,64.0,110.0,53.33,1138.0,66.67
50-59,Very High,Alone,USA,100.0,16.0,425.0,52.0,175.0,58.0,826.0,0.0
50-59,Very High,Divorced,Australia,614.14,55.24,544.46,121.68,61.14,56.0,1452.65,27.03
50-59,Very High,Divorced,Canada,551.91,31.27,427.82,124.97,40.94,64.91,1241.82,27.27
50-59,Very High,Divorced,Germany,513.6,49.84,443.32,111.28,56.4,71.04,1245.48,20.0
50-59,Very High,Divorced,India,444.6,33.4,444.03,106.97,71.13,87.3,1187.43,23.33
50-59,Very High,Divorced,Mexico,869.0,28.0,1141.0,49.0,74.0,101.0,2262.0,0.0
50-59,Very High,Divorced,Saudi Arabia,610.43,65.31,438.94,114.78,47.92,62.14,1339.53,29.41
